ID,Name,Description,Category,Group,SeriesName,Estimates,UpperConfidenceLimit,LowerConfidenceLimit,TrendResult
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2015,Durham Region,17,25,10, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2017,Durham Region,18,24,12, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2019,Durham Region,15,18,11, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2011,Ontario,13,16,10, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2013,Ontario,17,20,14, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2015,Ontario,16,19,13, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2017,Ontario,14,16,11, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs,2019,Ontario,15,17,13, 
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs, , , , , ,Between 2017 and 2019 problematic drug use stayed about the same in Durham Region
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs, , , , , ,Between 2011 and 2019 problematic drug use stayed the same in Durham Region
41,Problematic Drug Use,"Frequency with sign of a substance use disorder according to the CRAFFT screening tool",Drugs, , , , , ,Durham Region and Ontario have similar rates of problematic drug use since 2011
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Durham Region,85,88,82, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Durham Region,3,4,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Durham Region,5,7,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Durham Region,7,10,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Ontario,83,85,82, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Ontario,3,4,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Ontario,7,8,6, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Ontario,7,8,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Durham Region Grades 7 and 8,86,90,82, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Durham Region Grades 7 and 8,3,5,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Durham Region Grades 7 and 8, , , , 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Durham Region Grades 7 and 8,8,12,4, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Durham Region Grades 9 to 12,84,88,80, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Durham Region Grades 9 to 12,3,5,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Durham Region Grades 9 to 12,6,9,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Durham Region Grades 9 to 12,7,10,4, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Ontario Grades 7 and 8,89,91,87, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Ontario Grades 7 and 8,1,2,0, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Ontario Grades 7 and 8,2,3,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Ontario Grades 7 and 8,7,9,6, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Ontario Grades 9 to 12,81,83,80, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Ontario Grades 9 to 12,4,5,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Ontario Grades 9 to 12,8,9,7, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Ontario Grades 9 to 12,6,8,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Durham Region Male,87,91,83, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Durham Region Male,3,5,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Durham Region Male,4,7,2, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Durham Region Male,6,8,4, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Durham Region Female,82,87,78, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Durham Region Female,3,5,1, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Durham Region Female,6,9,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Durham Region Female,9,13,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Ontario Male,84,85,82, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Ontario Male,3,4,2, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Ontario Male,7,8,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Ontario Male,7,8,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Never,Ontario Female,83,84,81, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Once,Ontario Female,4,5,3, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Twice or more,Ontario Female,7,8,6, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,Not sure,Ontario Female,7,8,5, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2011,Durham Region,35,42,28, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2013,Durham Region,15,20,9, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2015,Durham Region,16,20,12, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2017,Durham Region,14,19,9, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2019,Durham Region,8,10,6, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2011,Ontario,35,38,32, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2013,Ontario,14,16,12, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2015,Ontario,12,14,10, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2017,Ontario,10,12,8, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis,2019,Ontario,10,12,9, 
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis, , , , , ,Between 2017 and 2019 riding with a cannabis impaired driver decreased in Durham Region
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis, , , , , ,Between 2011 and 2019 riding with a cannabis impaired driver decreased in Durham Region
9,Riding with a Cannabis Impaired Driver,"Frequency of being a passenger riding with a driver who had been using cannabis",Cannabis, , , , , ,Durham Region and Ontario have different rates of riding with a cannabis impaired driver since 2011
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Durham Region,83,86,80, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Durham Region,4,5,3, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Durham Region,13,16,10, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Ontario,78,80,76, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Ontario,7,8,6, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Ontario,15,17,14, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Durham Region Grades 7 and 8,97,99,96, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Durham Region Grades 7 and 8, , , , 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Durham Region Grades 7 and 8, , , , 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Durham Region Grades 9 to 12,77,83,72, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Durham Region Grades 9 to 12,5,6,4, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Durham Region Grades 9 to 12,18,23,12, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Ontario Grades 7 and 8,97,98,96, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Ontario Grades 7 and 8,2,3,0, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Ontario Grades 7 and 8,1,3,0, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Ontario Grades 9 to 12,72,75,70, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Ontario Grades 9 to 12,8,10,7, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Ontario Grades 9 to 12,20,22,17, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Durham Region Male,84,88,79, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Durham Region Male,4,6,2, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Durham Region Male,12,18,7, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Durham Region Female,83,87,80, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Durham Region Female,4,5,2, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Durham Region Female,13,16,10, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Ontario Male,77,80,75, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Ontario Male,6,7,4, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Ontario Male,17,19,15, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Did not use,Ontario Female,79,81,76, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Once or twice,Ontario Female,8,9,6, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,Three or more times,Ontario Female,14,16,12, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2009,Durham Region,24,28,19, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2011,Durham Region,23,27,19, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2013,Durham Region,24,30,17, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2015,Durham Region,24,29,18, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2017,Durham Region,20,26,14, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2019,Durham Region,17,20,14, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2009,Ontario,26,28,23, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2011,Ontario,22,24,20, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2013,Ontario,23,26,20, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2015,Ontario,21,24,19, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2017,Ontario,19,21,17, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis,2019,Ontario,22,24,20, 
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis, , , , , ,Between 2017 and 2019 cannabis use stayed about the same in Durham Region
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis, , , , , ,Between 2009 and 2019 cannabis use stayed the same in Durham Region
1,Cannabis Use,"How often cannabis was used in the last year",Cannabis, , , , , ,Durham Region and Ontario have similar rates of cannabis use since 2009
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Durham Region,93,97,89, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Durham Region,6,10,3, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Durham Region, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Ontario,89,91,87, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Ontario,7,9,5, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Ontario,4,5,3, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Durham Region Grades 7 and 8,100,100,99, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Durham Region Grades 7 and 8, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Durham Region Grades 7 and 8, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Durham Region Grades 9 to 12,88,94,82, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Durham Region Grades 9 to 12,11,16,5, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Durham Region Grades 9 to 12, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Ontario Grades 7 and 8,99,100,98, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Ontario Grades 7 and 8, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Ontario Grades 7 and 8, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Ontario Grades 9 to 12,85,88,83, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Ontario Grades 9 to 12,9,11,7, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Ontario Grades 9 to 12,5,7,4, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Durham Region Male,91,98,85, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Durham Region Male, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Durham Region Male, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Durham Region Female,95,99,91, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Durham Region Female, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Durham Region Female, , , , 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Ontario Male,88,91,85, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Ontario Male,7,9,4, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Ontario Male,5,7,3, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Never,Ontario Female,89,92,87, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Once or twice,Ontario Female,8,10,5, 
10,Alcohol and Cannabis Combined Use,"Used alcohol and cannabis together in the past year",Alcohol,Three or more times,Ontario Female,3,4,2, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Durham Region,6,9,3, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Durham Region,17,22,13, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Durham Region,77,81,72, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Ontario,10,12,9, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Ontario,21,23,19, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Ontario,69,71,66, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Durham Region Grades 7 and 8, , , , 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Durham Region Grades 7 and 8, , , , 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Durham Region Grades 7 and 8,90,96,84, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Durham Region Grades 9 to 12,9,14,4, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Durham Region Grades 9 to 12,24,29,18, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Durham Region Grades 9 to 12,67,73,61, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Ontario Grades 7 and 8,2,4,1, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Ontario Grades 7 and 8,9,12,7, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Ontario Grades 7 and 8,88,91,86, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Ontario Grades 9 to 12,13,14,11, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Ontario Grades 9 to 12,24,27,22, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Ontario Grades 9 to 12,63,66,60, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Durham Region Male,4,6,2, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Durham Region Male,19,26,12, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Durham Region Male,77,84,69, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Durham Region Female,8,14,3, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Durham Region Female,15,21,9, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Durham Region Female,77,84,69, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Ontario Male,9,11,7, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Ontario Male,22,25,19, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Ontario Male,69,72,65, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Yes,Ontario Female,11,14,9, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,No,Ontario Female,19,22,17, 
11,Tried Cannabis for the First Time,"Percentage that tried cannabis for the first time in the past year",Cannabis,Never tried,Ontario Female,69,72,66, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Durham Region,5,9,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Durham Region,9,12,6, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Durham Region,3,5,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Durham Region,82,86,79, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Ontario,6,7,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Ontario,14,15,12, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Ontario,5,7,4, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Ontario,75,77,73, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Durham Region Grades 7 and 8, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Durham Region Grades 7 and 8, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Durham Region Grades 7 and 8, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Durham Region Grades 7 and 8,97,99,94, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Durham Region Grades 9 to 12,6,11,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Durham Region Grades 9 to 12,13,18,9, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Durham Region Grades 9 to 12,5,7,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Durham Region Grades 9 to 12,76,82,70, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Ontario Grades 7 and 8,4,5,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Ontario Grades 7 and 8, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Ontario Grades 7 and 8, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Ontario Grades 7 and 8,96,98,95, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Ontario Grades 9 to 12,6,8,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Ontario Grades 9 to 12,18,20,15, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Ontario Grades 9 to 12,7,8,6, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Ontario Grades 9 to 12,69,71,66, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Durham Region Male, , , , 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Durham Region Male,9,13,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Durham Region Male,2,3,0, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Durham Region Male,84,89,79, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Durham Region Female,5,7,3, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Durham Region Female,9,12,6, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Durham Region Female,4,6,3, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Durham Region Female,81,84,78, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Ontario Male,6,8,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Ontario Male,13,16,11, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Ontario Male,5,7,4, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Ontario Male,75,77,72, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Before Grade 9,Ontario Female,5,6,4, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 9 or 10,Ontario Female,14,16,12, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Grade 11 or 12,Ontario Female,6,7,4, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,Never tried,Ontario Female,76,78,73, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2009,Durham Region,12,15,8, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2011,Durham Region,9,13,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2013,Durham Region,9,13,5, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2015,Durham Region,7,11,4, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2017,Durham Region,4,7,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2019,Durham Region,5,9,2, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2009,Ontario,11,13,9, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2011,Ontario,9,11,7, 
12,Grade of First Cannabis Use,"Grade students were in the first time they used cannabis",Cannabis,2013,Ontario,8,9,6, 
